energy,total,integrate
-33.1982,0.0000,4.0000
-33.1785,0.0000,4.0000
-33.1587,0.0000,4.0000
-33.1390,0.0000,4.0000
-33.1192,0.0000,4.0000
-33.0995,0.0000,4.0000
-33.0798,0.0000,4.0000
-33.0600,0.0000,4.0000
-33.0403,0.0000,4.0000
-33.0205,0.0000,4.0000
-33.0008,0.0000,4.0000
-32.9810,0.0000,4.0000
-32.9613,0.0000,4.0000
-32.9416,0.0000,4.0000
-32.9218,0.0000,4.0000
-32.9021,0.0000,4.0000
-32.8823,0.0000,4.0000
-32.8626,0.0000,4.0000
-32.8428,0.0000,4.0000
-32.8231,0.0000,4.0000
-32.8033,0.0000,4.0000
-32.7836,0.0000,4.0000
-32.7639,0.0000,4.0000
-32.7441,0.0000,4.0000
-32.7244,0.0000,4.0000
-32.7046,0.0000,4.0000
-32.6849,0.0000,4.0000
-32.6651,0.0000,4.0000
-32.6454,0.0000,4.0000
-32.6257,0.0000,4.0000
-32.6059,0.0000,4.0000
-32.5862,0.0000,4.0000
-32.5664,0.0000,4.0000
-32.5467,0.0000,4.0000
-32.5269,0.0000,4.0000
-32.5072,0.0000,4.0000
-32.4874,0.0000,4.0000
-32.4677,0.0000,4.0000
-32.4480,0.0000,4.0000
-32.4282,0.0000,4.0000
-32.4085,0.0000,4.0000
-32.3887,0.0000,4.0000
-32.3690,0.0000,4.0000
-32.3492,0.0000,4.0000
-32.3295,0.0000,4.0000
-32.3097,0.0000,4.0000
-32.2900,0.0000,4.0000
-32.2703,0.0000,4.0000
-32.2505,0.0000,4.0000
-32.2308,0.0000,4.0000
-32.2110,0.0000,4.0000
-32.1913,0.0000,4.0000
-32.1715,0.0000,4.0000
-32.1518,0.0000,4.0000
-32.1321,0.0000,4.0000
-32.1123,0.0000,4.0000
-32.0926,0.0000,4.0000
-32.0728,0.0000,4.0000
-32.0531,0.0000,4.0000
-32.0333,0.0000,4.0000
-32.0136,0.0000,4.0000
-31.9938,0.0000,4.0000
-31.9741,0.0000,4.0000
-31.9544,0.0000,4.0000
-31.9346,0.0000,4.0000
-31.9149,0.0000,4.0000
-31.8951,0.0000,4.0000
-31.8754,0.0000,4.0000
-31.8556,0.0000,4.0000
-31.8359,0.0000,4.0000
-31.8162,0.0000,4.0000
-31.7964,0.0000,4.0000
-31.7767,0.0000,4.0000
-31.7569,0.0000,4.0000
-31.7372,0.0000,4.0000
-31.7174,0.0000,4.0000
-31.6977,0.0000,4.0000
-31.6779,0.0000,4.0000
-31.6582,0.0000,4.0000
-31.6385,0.0000,4.0000
-31.6187,0.0000,4.0000
-31.5990,0.0000,4.0000
-31.5792,0.0000,4.0000
-31.5595,0.0000,4.0000
-31.5397,0.0000,4.0000
-31.5200,0.0000,4.0000
-31.5002,0.0000,4.0000
-31.4805,0.0000,4.0000
-31.4608,0.0000,4.0000
-31.4410,0.0000,4.0000
-31.4213,0.0000,4.0000
-31.4015,0.0000,4.0000
-31.3818,0.0000,4.0000
-31.3620,0.0000,4.0000
-31.3423,0.0000,4.0000
-31.3226,0.0000,4.0000
-31.3028,0.0000,4.0000
-31.2831,0.0000,4.0000
-31.2633,0.0000,4.0000
-31.2436,0.0000,4.0000
-31.2238,0.0000,4.0000
-31.2041,0.0000,4.0000
-31.1843,0.0000,4.0000
-31.1646,0.0000,4.0000
-31.1449,0.0000,4.0000
-31.1251,0.0000,4.0000
-31.1054,0.0000,4.0000
-31.0856,0.0000,4.0000
-31.0659,0.0000,4.0000
-31.0461,0.0000,4.0000
-31.0264,0.0000,4.0000
-31.0067,0.0000,4.0000
-30.9869,0.0000,4.0000
-30.9672,0.0000,4.0000
-30.9474,0.0000,4.0000
-30.9277,0.0000,4.0000
-30.9079,0.0000,4.0000
-30.8882,0.0000,4.0000
-30.8684,0.0000,4.0000
-30.8487,0.0000,4.0000
-30.8290,0.0000,4.0000
-30.8092,0.0000,4.0000
-30.7895,0.0000,4.0000
-30.7697,0.0000,4.0000
-30.7500,0.0000,4.0000
-30.7302,0.0000,4.0000
-30.7105,0.0000,4.0000
-30.6907,0.0000,4.0000
-30.6710,0.0000,4.0000
-30.6513,0.0000,4.0000
-30.6315,0.0000,4.0000
-30.6118,0.0000,4.0000
-30.5920,0.0000,4.0000
-30.5723,0.0000,4.0000
-30.5525,0.0000,4.0000
-30.5328,0.0000,4.0000
-30.5131,0.0000,4.0000
-30.4933,0.0000,4.0000
-30.4736,0.0000,4.0000
-30.4538,0.0000,4.0000
-30.4341,0.0000,4.0000
-30.4143,0.0000,4.0000
-30.3946,0.0000,4.0000
-30.3748,0.0000,4.0000
-30.3551,0.0000,4.0000
-30.3354,0.0000,4.0000
-30.3156,0.0000,4.0000
-30.2959,0.0000,4.0000
-30.2761,0.0000,4.0000
-30.2564,0.0000,4.0000
-30.2366,0.0000,4.0000
-30.2169,0.0000,4.0000
-30.1972,0.0000,4.0000
-30.1774,0.0000,4.0000
-30.1577,0.0000,4.0000
-30.1379,0.0000,4.0000
-30.1182,0.0000,4.0000
-30.0984,0.0000,4.0000
-30.0787,0.0000,4.0000
-30.0589,0.0000,4.0000
-30.0392,0.0000,4.0000
-30.0195,0.0000,4.0000
-29.9997,0.0000,4.0000
-29.9800,0.0000,4.0000
-29.9602,0.0000,4.0000
-29.9405,0.0000,4.0000
-29.9207,0.0000,4.0000
-29.9010,0.0000,4.0000
-29.8812,0.0000,4.0000
-29.8615,0.0000,4.0000
-29.8418,0.0000,4.0000
-29.8220,0.0000,4.0000
-29.8023,0.0000,4.0000
-29.7825,0.0000,4.0000
-29.7628,0.0000,4.0000
-29.7430,0.0000,4.0000
-29.7233,0.0000,4.0000
-29.7036,0.0000,4.0000
-29.6838,0.0000,4.0000
-29.6641,0.0000,4.0000
-29.6443,0.0000,4.0000
-29.6246,0.0000,4.0000
-29.6048,0.0000,4.0000
-29.5851,0.0000,4.0000
-29.5653,0.0000,4.0000
-29.5456,0.0000,4.0000
-29.5259,0.0000,4.0000
-29.5061,0.0000,4.0000
-29.4864,0.0000,4.0000
-29.4666,0.0000,4.0000
-29.4469,0.0000,4.0000
-29.4271,0.0000,4.0000
-29.4074,0.0000,4.0000
-29.3877,0.0000,4.0000
-29.3679,0.0000,4.0000
-29.3482,0.0000,4.0000
-29.3284,0.0000,4.0000
-29.3087,0.0000,4.0000
-29.2889,0.0000,4.0000
-29.2692,0.0000,4.0000
-29.2494,0.0000,4.0000
-29.2297,0.0000,4.0000
-29.2100,0.0000,4.0000
-29.1902,0.0000,4.0000
-29.1705,0.0000,4.0000
-29.1507,0.0000,4.0000
-29.1310,0.0000,4.0000
-29.1112,0.0000,4.0000
-29.0915,0.0000,4.0000
-29.0717,0.0000,4.0000
-29.0520,0.0000,4.0000
-29.0323,0.0000,4.0000
-29.0125,0.0000,4.0000
-28.9928,0.0000,4.0000
-28.9730,0.0000,4.0000
-28.9533,0.0000,4.0000
-28.9335,0.0000,4.0000
-28.9138,0.0000,4.0000
-28.8941,0.0000,4.0000
-28.8743,0.0000,4.0000
-28.8546,0.0000,4.0000
-28.8348,0.0000,4.0000
-28.8151,0.0000,4.0000
-28.7953,0.0000,4.0000
-28.7756,0.0000,4.0000
-28.7558,0.0000,4.0000
-28.7361,0.0000,4.0000
-28.7164,0.0000,4.0000
-28.6966,0.0000,4.0000
-28.6769,0.0000,4.0000
-28.6571,0.0000,4.0000
-28.6374,0.0000,4.0000
-28.6176,0.0000,4.0000
-28.5979,0.0000,4.0000
-28.5781,0.0000,4.0000
-28.5584,0.0000,4.0000
-28.5387,0.0000,4.0000
-28.5189,0.0000,4.0000
-28.4992,0.0000,4.0000
-28.4794,0.0000,4.0000
-28.4597,0.0000,4.0000
-28.4399,0.0000,4.0000
-28.4202,0.0000,4.0000
-28.4005,0.0000,4.0000
-28.3807,0.0000,4.0000
-28.3610,0.0000,4.0000
-28.3412,0.0000,4.0000
-28.3215,0.0000,4.0000
-28.3017,0.0000,4.0000
-28.2820,0.0000,4.0000
-28.2622,0.0000,4.0000
-28.2425,0.0000,4.0000
-28.2228,0.0000,4.0000
-28.2030,0.0000,4.0000
-28.1833,0.0000,4.0000
-28.1635,0.0000,4.0000
-28.1438,0.0000,4.0000
-28.1240,0.0000,4.0000
-28.1043,0.0000,4.0000
-28.0846,0.0000,4.0000
-28.0648,0.0000,4.0000
-28.0451,0.0000,4.0000
-28.0253,0.0000,4.0000
-28.0056,0.0000,4.0000
-27.9858,0.0000,4.0000
-27.9661,0.0000,4.0000
-27.9463,0.0000,4.0000
-27.9266,0.0000,4.0000
-27.9069,0.0000,4.0000
-27.8871,0.0000,4.0000
-27.8674,0.0000,4.0000
-27.8476,0.0000,4.0000
-27.8279,0.0000,4.0000
-27.8081,0.0000,4.0000
-27.7884,0.0000,4.0000
-27.7686,0.0000,4.0000
-27.7489,0.0000,4.0000
-27.7292,0.0000,4.0000
-27.7094,0.0000,4.0000
-27.6897,0.0000,4.0000
-27.6699,0.0000,4.0000
-27.6502,0.0000,4.0000
-27.6304,0.0000,4.0000
-27.6107,0.0000,4.0000
-27.5910,0.0000,4.0000
-27.5712,0.0000,4.0000
-27.5515,0.0000,4.0000
-27.5317,0.0000,4.0000
-27.5120,0.0000,4.0000
-27.4922,0.0000,4.0000
-27.4725,0.0000,4.0000
-27.4527,0.0000,4.0000
-27.4330,0.0000,4.0000
-27.4133,0.0000,4.0000
-27.3935,0.0000,4.0000
-27.3738,0.0000,4.0000
-27.3540,0.0000,4.0000
-27.3343,0.0000,4.0000
-27.3145,0.0000,4.0000
-27.2948,0.0000,4.0000
-27.2751,0.0000,4.0000
-27.2553,0.0000,4.0000
-27.2356,0.0000,4.0000
-27.2158,0.0000,4.0000
-27.1961,0.0000,4.0000
-27.1763,0.0000,4.0000
-27.1566,0.0000,4.0000
-27.1368,0.0000,4.0000
-27.1171,0.0000,4.0000
-27.0974,0.0000,4.0000
-27.0776,0.0000,4.0000
-27.0579,0.0000,4.0000
-27.0381,0.0000,4.0000
-27.0184,0.0000,4.0000
-26.9986,0.0000,4.0000
-26.9789,0.0000,4.0000
-26.9591,0.0000,4.0000
-26.9394,0.0000,4.0000
-26.9197,0.0000,4.0000
-26.8999,0.0000,4.0000
-26.8802,0.0000,4.0000
-26.8604,0.0000,4.0000
-26.8407,0.0000,4.0000
-26.8209,0.0000,4.0000
-26.8012,0.0000,4.0000
-26.7815,0.0000,4.0000
-26.7617,0.0000,4.0000
-26.7420,0.0000,4.0000
-26.7222,0.0000,4.0000
-26.7025,0.0000,4.0000
-26.6827,0.0000,4.0000
-26.6630,0.0000,4.0000
-26.6432,0.0000,4.0000
-26.6235,0.0000,4.0000
-26.6038,0.0000,4.0000
-26.5840,0.0000,4.0000
-26.5643,0.0000,4.0000
-26.5445,0.0000,4.0000
-26.5248,0.0000,4.0000
-26.5050,0.0000,4.0000
-26.4853,0.0000,4.0000
-26.4656,0.0000,4.0000
-26.4458,0.0000,4.0000
-26.4261,0.0000,4.0000
-26.4063,0.0000,4.0000
-26.3866,0.0000,4.0000
-26.3668,0.0000,4.0000
-26.3471,0.0000,4.0000
-26.3273,0.0000,4.0000
-26.3076,0.0000,4.0000
-26.2879,0.0000,4.0000
-26.2681,0.0000,4.0000
-26.2484,0.0000,4.0000
-26.2286,0.0000,4.0000
-26.2089,0.0000,4.0000
-26.1891,0.0000,4.0000
-26.1694,0.0000,4.0000
-26.1496,0.0000,4.0000
-26.1299,0.0000,4.0000
-26.1102,0.0000,4.0000
-26.0904,0.0000,4.0000
-26.0707,0.0000,4.0000
-26.0509,0.0000,4.0000
-26.0312,0.0000,4.0000
-26.0114,0.0000,4.0000
-25.9917,0.0000,4.0000
-25.9720,0.0000,4.0000
-25.9522,0.0000,4.0000
-25.9325,0.0000,4.0000
-25.9127,0.0000,4.0000
-25.8930,0.0000,4.0000
-25.8732,0.0000,4.0000
-25.8535,0.0000,4.0000
-25.8337,0.0000,4.0000
-25.8140,0.0000,4.0000
-25.7943,0.0000,4.0000
-25.7745,0.0000,4.0000
-25.7548,0.0000,4.0000
-25.7350,0.0000,4.0000
-25.7153,0.0000,4.0000
-25.6955,0.0000,4.0000
-25.6758,0.0000,4.0000
-25.6561,0.0000,4.0000
-25.6363,0.0000,4.0000
-25.6166,0.0000,4.0000
-25.5968,0.0000,4.0000
-25.5771,0.0000,4.0000
-25.5573,0.0000,4.0000
-25.5376,0.0000,4.0000
-25.5178,0.0000,4.0000
-25.4981,0.0000,4.0000
-25.4784,0.0000,4.0000
-25.4586,0.0000,4.0000
-25.4389,0.0000,4.0000
-25.4191,0.0000,4.0000
-25.3994,0.0000,4.0000
-25.3796,0.0000,4.0000
-25.3599,0.0000,4.0000
-25.3401,0.0000,4.0000
-25.3204,0.0000,4.0000
-25.3007,0.0000,4.0000
-25.2809,0.0000,4.0000
-25.2612,0.0000,4.0000
-25.2414,0.0000,4.0000
-25.2217,0.0000,4.0000
-25.2019,0.0000,4.0000
-25.1822,0.0000,4.0000
-25.1625,0.0000,4.0000
-25.1427,0.0000,4.0000
-25.1230,0.0000,4.0000
-25.1032,0.0000,4.0000
-25.0835,0.0000,4.0000
-25.0637,0.0000,4.0000
-25.0440,0.0000,4.0000
-25.0242,0.0000,4.0000
-25.0045,0.0000,4.0000
-24.9848,0.0000,4.0000
-24.9650,0.0000,4.0000
-24.9453,0.0000,4.0000
-24.9255,0.0000,4.0000
-24.9058,0.0000,4.0000
-24.8860,0.0000,4.0000
-24.8663,0.0000,4.0000
-24.8466,0.0000,4.0000
-24.8268,0.0000,4.0000
-24.8071,0.0000,4.0000
-24.7873,0.0000,4.0000
-24.7676,0.0000,4.0000
-24.7478,0.0000,4.0000
-24.7281,0.0000,4.0000
-24.7083,0.0000,4.0000
-24.6886,0.0000,4.0000
-24.6689,0.0000,4.0000
-24.6491,0.0000,4.0000
-24.6294,0.0000,4.0000
-24.6096,0.0000,4.0000
-24.5899,0.0000,4.0000
-24.5701,0.0000,4.0000
-24.5504,0.0000,4.0000
-24.5306,0.0000,4.0000
-24.5109,0.0000,4.0000
-24.4912,0.0000,4.0000
-24.4714,0.0000,4.0000
-24.4517,0.0000,4.0000
-24.4319,0.0000,4.0000
-24.4122,0.0000,4.0000
-24.3924,0.0000,4.0000
-24.3727,0.0000,4.0000
-24.3530,0.0000,4.0000
-24.3332,0.0000,4.0000
-24.3135,0.0000,4.0000
-24.2937,0.0000,4.0000
-24.2740,0.0000,4.0000
-24.2542,0.0000,4.0000
-24.2345,0.0000,4.0000
-24.2147,0.0000,4.0000
-24.1950,0.0000,4.0000
-24.1753,0.0000,4.0000
-24.1555,0.0000,4.0000
-24.1358,0.0000,4.0000
-24.1160,0.0000,4.0000
-24.0963,0.0000,4.0000
-24.0765,0.0000,4.0000
-24.0568,0.0000,4.0000
-24.0370,0.0000,4.0000
-24.0173,0.0000,4.0000
-23.9976,0.0000,4.0000
-23.9778,0.0000,4.0000
-23.9581,0.0000,4.0000
-23.9383,0.0000,4.0000
-23.9186,0.0000,4.0000
-23.8988,0.0000,4.0000
-23.8791,0.0000,4.0000
-23.8594,0.0000,4.0000
-23.8396,0.0000,4.0000
-23.8199,0.0000,4.0000
-23.8001,0.0000,4.0000
-23.7804,0.0000,4.0000
-23.7606,0.0000,4.0000
-23.7409,0.0000,4.0000
-23.7211,0.0000,4.0000
-23.7014,0.0000,4.0000
-23.6817,160.2495,6.9641
-23.6619,150.8060,10.3243
-23.6422,0.0000,12.0000
-23.6224,0.0000,12.0000
-23.6027,0.0000,12.0000
-23.5829,0.0000,12.0000
-23.5632,0.0000,12.0000
-23.5435,359.9456,14.3367
-23.5237,0.0000,20.0000
-23.5040,0.0000,20.0000
-23.4842,0.0000,20.0000
-23.4645,0.0000,24.0000
-23.4447,0.0000,24.0000
-23.4250,0.0000,24.0000
-23.4052,0.0000,24.0000
-23.3855,0.0000,24.0000
-23.3658,0.0000,24.0000
-23.3460,0.0000,24.0000
-23.3263,0.0000,24.0000
-23.3065,0.0000,24.0000
-23.2868,0.0000,24.0000
-23.2670,0.0000,24.0000
-23.2473,0.0000,24.0000
-23.2275,0.0000,24.0000
-23.2078,0.0000,24.0000
-23.1881,0.0000,24.0000
-23.1683,0.0000,24.0000
-23.1486,0.0000,24.0000
-23.1288,0.0000,24.0000
-23.1091,0.0000,24.0000
-23.0893,0.0000,24.0000
-23.0696,0.0000,24.0000
-23.0499,0.0000,24.0000
-23.0301,0.0000,24.0000
-23.0104,0.0000,24.0000
-22.9906,0.0000,24.0000
-22.9709,0.0000,24.0000
-22.9511,0.0000,24.0000
-22.9314,0.0000,24.0000
-22.9116,0.0000,24.0000
-22.8919,0.0000,24.0000
-22.8722,0.0000,24.0000
-22.8524,0.0000,24.0000
-22.8327,0.0000,24.0000
-22.8129,0.0000,24.0000
-22.7932,0.0000,24.0000
-22.7734,0.0000,24.0000
-22.7537,0.0000,24.0000
-22.7340,0.0000,24.0000
-22.7142,0.0000,24.0000
-22.6945,0.0000,24.0000
-22.6747,0.0000,24.0000
-22.6550,0.0000,24.0000
-22.6352,0.0000,24.0000
-22.6155,0.0000,24.0000
-22.5957,0.0000,24.0000
-22.5760,0.0000,24.0000
-22.5563,0.0000,24.0000
-22.5365,0.0000,24.0000
-22.5168,0.0000,24.0000
-22.4970,0.0000,24.0000
-22.4773,0.0000,24.0000
-22.4575,0.0000,24.0000
-22.4378,0.0000,24.0000
-22.4180,0.0000,24.0000
-22.3983,0.0000,24.0000
-22.3786,0.0000,24.0000
-22.3588,0.0000,24.0000
-22.3391,0.0000,24.0000
-22.3193,0.0000,24.0000
-22.2996,0.0000,24.0000
-22.2798,0.0000,24.0000
-22.2601,0.0000,24.0000
-22.2404,0.0000,24.0000
-22.2206,0.0000,24.0000
-22.2009,0.0000,24.0000
-22.1811,0.0000,24.0000
-22.1614,0.0000,24.0000
-22.1416,0.0000,24.0000
-22.1219,0.0000,24.0000
-22.1021,0.0000,24.0000
-22.0824,0.0000,24.0000
-22.0627,0.0000,24.0000
-22.0429,0.0000,24.0000
-22.0232,0.0000,24.0000
-22.0034,0.0000,24.0000
-21.9837,0.0000,24.0000
-21.9639,0.0000,24.0000
-21.9442,0.0000,24.0000
-21.9245,0.0000,24.0000
-21.9047,0.0000,24.0000
-21.8850,0.0000,24.0000
-21.8652,0.0000,24.0000
-21.8455,0.0000,24.0000
-21.8257,0.0000,24.0000
-21.8060,0.0000,24.0000
-21.7862,0.0000,24.0000
-21.7665,0.0000,24.0000
-21.7468,0.0000,24.0000
-21.7270,0.0000,24.0000
-21.7073,0.0000,24.0000
-21.6875,0.0000,24.0000
-21.6678,0.0000,24.0000
-21.6480,0.0000,24.0000
-21.6283,0.0000,24.0000
-21.6085,0.0000,24.0000
-21.5888,0.0000,24.0000
-21.5691,0.0000,24.0000
-21.5493,0.0000,24.0000
-21.5296,0.0000,24.0000
-21.5098,0.0000,24.0000
-21.4901,0.0000,24.0000
-21.4703,0.0000,24.0000
-21.4506,0.0000,24.0000
-21.4309,0.0000,24.0000
-21.4111,0.0000,24.0000
-21.3914,0.0000,24.0000
-21.3716,0.0000,24.0000
-21.3519,0.0000,24.0000
-21.3321,0.0000,24.0000
-21.3124,0.0000,24.0000
-21.2926,0.0000,24.0000
-21.2729,0.0000,24.0000
-21.2532,0.0000,24.0000
-21.2334,0.0000,24.0000
-21.2137,0.0000,24.0000
-21.1939,0.0000,24.0000
-21.1742,0.0000,24.0000
-21.1544,0.0000,24.0000
-21.1347,0.0000,24.0000
-21.1150,0.0000,24.0000
-21.0952,0.0000,24.0000
-21.0755,0.0000,24.0000
-21.0557,0.0000,24.0000
-21.0360,0.0000,24.0000
-21.0162,0.0000,24.0000
-20.9965,0.0000,24.0000
-20.9767,0.0000,24.0000
-20.9570,0.0000,24.0000
-20.9373,0.0000,24.0000
-20.9175,0.0000,24.0000
-20.8978,0.0000,24.0000
-20.8780,0.0000,24.0000
-20.8583,0.0000,24.0000
-20.8385,0.0000,24.0000
-20.8188,0.0000,24.0000
-20.7990,0.0000,24.0000
-20.7793,0.0000,24.0000
-20.7596,0.0000,24.0000
-20.7398,0.0000,24.0000
-20.7201,0.0000,24.0000
-20.7003,0.0000,24.0000
-20.6806,0.0000,24.0000
-20.6608,0.0000,24.0000
-20.6411,0.0000,24.0000
-20.6214,0.0000,24.0000
-20.6016,0.0000,24.0000
-20.5819,0.0000,24.0000
-20.5621,0.0000,24.0000
-20.5424,0.0000,24.0000
-20.5226,0.0000,24.0000
-20.5029,0.0000,24.0000
-20.4831,0.0000,24.0000
-20.4634,0.0000,24.0000
-20.4437,0.0000,24.0000
-20.4239,0.0000,24.0000
-20.4042,0.0000,24.0000
-20.3844,0.0000,24.0000
-20.3647,0.0000,24.0000
-20.3449,0.0000,24.0000
-20.3252,0.0000,24.0000
-20.3055,0.0000,24.0000
-20.2857,0.0000,24.0000
-20.2660,0.0000,24.0000
-20.2462,0.0000,24.0000
-20.2265,0.0000,24.0000
-20.2067,0.0000,24.0000
-20.1870,0.0000,24.0000
-20.1672,0.0000,24.0000
-20.1475,0.0000,24.0000
-20.1278,0.0000,24.0000
-20.1080,0.0000,24.0000
-20.0883,0.0000,24.0000
-20.0685,0.0000,24.0000
-20.0488,0.0000,24.0000
-20.0290,0.0000,24.0000
-20.0093,0.0000,24.0000
-19.9895,0.0000,24.0000
-19.9698,0.0000,24.0000
-19.9501,0.0000,24.0000
-19.9303,0.0000,24.0000
-19.9106,0.0000,24.0000
-19.8908,0.0000,24.0000
-19.8711,0.0000,24.0000
-19.8513,0.0000,24.0000
-19.8316,0.0000,24.0000
-19.8119,0.0000,24.0000
-19.7921,0.0000,24.0000
-19.7724,0.0000,24.0000
-19.7526,0.0000,24.0000
-19.7329,0.0000,24.0000
-19.7131,0.0000,24.0000
-19.6934,0.0000,24.0000
-19.6736,0.0000,24.0000
-19.6539,0.0000,24.0000
-19.6342,0.0000,24.0000
-19.6144,0.0000,24.0000
-19.5947,0.0000,24.0000
-19.5749,0.0000,24.0000
-19.5552,0.0000,24.0000
-19.5354,0.0000,24.0000
-19.5157,0.0000,24.0000
-19.4959,0.0000,24.0000
-19.4762,0.0000,24.0000
-19.4565,0.0000,24.0000
-19.4367,0.0000,24.0000
-19.4170,0.0000,24.0000
-19.3972,0.0000,24.0000
-19.3775,0.0000,24.0000
-19.3577,0.0000,24.0000
-19.3380,0.0000,24.0000
-19.3183,0.0000,24.0000
-19.2985,0.0000,24.0000
-19.2788,0.0000,24.0000
-19.2590,0.0000,24.0000
-19.2393,0.0000,24.0000
-19.2195,0.0000,24.0000
-19.1998,0.0000,24.0000
-19.1800,0.0000,24.0000
-19.1603,0.0000,24.0000
-19.1406,0.0000,24.0000
-19.1208,0.0000,24.0000
-19.1011,0.0000,24.0000
-19.0813,0.0000,24.0000
-19.0616,0.0000,24.0000
-19.0418,0.0000,24.0000
-19.0221,0.0000,24.0000
-19.0024,0.0000,24.0000
-18.9826,0.0000,24.0000
-18.9629,0.0000,24.0000
-18.9431,0.0000,24.0000
-18.9234,0.0000,24.0000
-18.9036,0.0000,24.0000
-18.8839,0.0000,24.0000
-18.8641,0.0000,24.0000
-18.8444,0.0000,24.0000
-18.8247,0.0000,24.0000
-18.8049,0.0000,24.0000
-18.7852,0.0000,24.0000
-18.7654,0.0000,24.0000
-18.7457,0.0000,24.0000
-18.7259,0.0000,24.0000
-18.7062,0.0000,24.0000
-18.6864,0.0000,24.0000
-18.6667,0.0000,24.0000
-18.6470,0.0000,24.0000
-18.6272,0.0000,24.0000
-18.6075,0.0000,24.0000
-18.5877,0.0000,24.0000
-18.5680,0.0000,24.0000
-18.5482,0.0000,24.0000
-18.5285,0.0000,24.0000
-18.5088,0.0000,24.0000
-18.4890,0.0000,24.0000
-18.4693,0.0000,24.0000
